feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
-2.533620743165364,0.9482662833461146,-1.4138297147491912,3.9070330335256687,-3.3339164519571236,1.8403351077231591,2.24737625266694,2.7019346689705337,-0.23396450606524644,7.0418155791878805,2.6378579883691096,-4.150529718939297,4.48603289620433,1.3744552579486404,3.1227310126365015,-2.2342437343225905,-3.5800730274046266,-2.564716080127069,-0.1272750858693419,4.095895189248768,1
-0.21669656421806527,1.0680793992959907,-0.2428305313167865,-5.960715608122596,-0.8604565192902602,1.8216048246537102,-4.163499456177383,1.0542271465356468,2.0105631565622497,0.4485549241178115,4.255628543275298,4.118695076529828,3.145391227819335,0.693143191200496,2.136551783717322,1.08524535025223,-1.501121856294384,-3.1551310201053333,1.992341198312266,2.4727105260163667,0
-5.401644291561191,1.8870032846730946,-9.83537613742161,0.3839243836932173,-3.8499787233647735,3.7438939737475847,0.8818881499007982,2.439859424287354,-1.5969140713552532,5.614447925645038,-14.212823512313216,-6.032057828028479,-1.254000452426881,-2.494238824575439,-3.3474227332253594,5.297355620049774,-3.9187210562359835,2.736867921706149,1.9290214644002248,4.45098811760863,0
1.801813956964782,-1.670824162171707,-3.0119509687568815,-0.0040023544741736574,0.005155942254559398,-0.29071416833446617,-2.3888609537072005,2.0444873519415947,-2.1970733216597846,0.8366291393923355,-2.0284440786143345,-2.3368476186857263,0.8340579519720397,-0.5997200994935767,0.9233206885799585,-1.7314157798531487,-3.1080906331746796,3.0883975588298824,-0.8504863533357898,0.2774359621031317,0
6.127499845035401,-1.5299374002581716,1.771052493314989,9.446467219447788,-0.7462754412331677,0.9433143030241631,2.42531645600997,-3.5009256812460965,1.8455624117709941,-0.1949417982558207,12.5004761979361,5.688128553400827,1.2892845409503757,-1.4165827868345755,5.695191984135164,-2.397421155548604,4.707365075402701,-0.5818444815860111,-3.347844392791835,-0.9999587130880834,1
1.1886588341616502,2.203094605055199,,-5.489545966074226,-4.9372698885462,0.43717639717541945,-2.9562728212828393,3.9811599984126484,2.191168109180585,2.143216992407028,0.2710364334794344,3.5847634000136717,1.4098624840278828,2.485648682690017,2.9262332447611037,1.7295566422822573,-2.5344263728865783,2.678564883620134,-2.04604903579773,-0.10161868659101037,0
0.996677343185105,0.3119787359858077,3.624010297299171,-8.00298949050089,-2.380561344024054,-1.0526409537502386,-1.4750360990260833,3.4444151180059626,0.12646503020906563,1.6787360271224339,-0.9393277552890749,-4.8961512387795825,2.5036945821599534,1.9178896451884178,-2.2243804859817953,1.6671876582036185,-3.071427033284487,-1.27119270519429,-1.5833480227910597,-3.149086992844488,0
-0.5794507540792904,2.44845858504777,-0.3795719538107919,7.038942650376867,-0.795433727606863,-1.1270784605682125,-0.6893924011595036,-1.3468947835409966,-0.6568947982021951,-2.0268386190791903,-2.5505814006158958,4.837798945207798,-2.265202623030399,-2.5903014211336153,-0.6125447002231847,-1.6427525033531845,5.634261851357366,1.47124018564438,0.04457583187477354,1.4319030239557005,0
2.0921828295211635,,4.5810738782592795,-6.313741915803184,-0.718934055233222,-1.8125161108499195,-3.3175014706646504,2.0393491447727445,-1.1728856976853004,-2.4936731609375578,4.3735648871264,1.308591850230111,1.9045473909027206,3.1703943036286475,1.5214935424408857,0.05948005483491847,-1.1511305021866072,0.13505481585196677,-1.1388888073183612,-1.6270002296178274,0
3.145805127620516,1.2040200175122593,-1.0641492527187464,1.5974795758960776,3.16639010469832,-2.593096684016203,-7.214513765284461,-0.44874089947132484,-5.535559536653201,-8.538483064781246,1.8175148601081808,12.603808609405444,-4.474351969594524,-4.225389434841317,7.990324376490246,3.46797719692331,-1.8995311596509363,4.46807219260038,1.475604263261351,-2.58565639251104,1
-1.597420008353692,,5.152310393357451,-2.361625136431239,0.8873753268260359,-0.5699367448445531,0.10703320524510396,1.1303981360946551,-2.2719292547968966,2.5270066971032974,-2.9761322264084145,-10.011431243187761,1.984113817627596,1.959567856281678,-3.8415510735167064,-4.020385851582271,0.7995896813757538,-2.9623008549366254,2.4598457618322174,-0.2543078893565698,0
-1.3485591304685467,-1.7063532249473816,-4.534332482902262,,-3.752012188032481,3.0275983386529424,5.246418629619278,-3.42347032348086,2.584122502412467,3.2137788470457296,2.0035916391121553,-3.35712202321997,-3.935347215879747,3.884537794781866,-0.2084513920845701,-0.09166153284059764,2.386738262244201,-2.677877111058744,1.2147622658910378,-1.003330067841427,1
,-1.6010367934558494,-1.6729782490692542,-6.650900595482488,-0.8450374676221692,-4.926135378236805,0.3689780632992272,2.4690780464614925,2.4723815385758146,-1.4339965678564393,-6.953301661055176,-0.4273976798896204,1.6599041483295385,1.0375857085902043,2.3804786755118377,3.3087775421507315,-0.1420490618825544,-1.45705099502303,0.3948395065264494,1.8096786773780151,0
0.4766324530107505,-0.4928878445091389,-5.925807882060441,-7.787548564117171,1.7009939774050034,-2.269504150143269,-1.348925440048897,3.711857565016217,3.8203582930313518,0.49508899862367417,-9.290806937635024,5.14482451827103,-1.366507911214312,-1.8471996616811863,0.221477173523293,2.609454521481636,-0.4874086888773835,1.400771842337718,0.6527146334043696,0.7797528638250713,0
4.800297802839737,2.3364633182970502,-0.7255578753760454,7.569841665826598,-2.594379051401113,-0.6245342193558657,3.769882503839759,1.033778575620527,-0.500634825165494,-0.9716817213472615,0.29079057533283903,-3.125785323752181,-0.5259510633670097,-0.3362557834399928,-1.6719666134064903,-0.5218817816966881,-1.981661363358477,-1.6587983877527,-2.0242365668100097,4.1052752188000525,0
